gameid	 time	 roundNum	 trialType	 extra	 clickedObjName	 clickedObjTrialType 	clickedObjCondition	 clickedObjTargetStatus	 clickedObjSpeakerLocs	 clickedObjListenerLocs	 alt1Name	 alt1TrialType	 alt1Condition	 alt1TargetStatus	 alt1SpeakerLocs	 alt1ListenerLocs	 alt2Name	 alt2TrialType	 alt2Condition	 alt2TargetStatus	 alt2SpeakerLocs	 alt2ListenerLocs	 alt3Name	 alt3TrialType	 alt3Condition	 alt3TargetStatus	 alt3SpeakerLocs	 alt3ListenerLocs	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps
5829-d	1619069055888	42	clickedObj		flower_big_yellow	overinformativeness	size_sufficient	target	2	1	flower_small_pink	overinformativeness	size_sufficient	distractor	3	2	flower_small_yellow	overinformativeness	size_sufficient	distractor	4	3	flower_small_yellow	overinformativeness	size_sufficient	distractor	1	4	3	2	1	flower___yellow	pink or yellow?	1619069049753___1619069050418___1619069054672
5829-d	1619069076712	43	clickedObj		pencil_short_blue	adjective_ordering	none	target	2	4	pencil_long_blue	adjective_ordering	none	distractor	4	1	pencil_short_black	adjective_ordering	none	distractor	3	3	pencil_long_black	adjective_ordering	none	distractor	1	2	5	3	2	pencil___blue___small	blue or black?___small or large?	1619069062427___1619069063680___1619069067926___1619069072248___1619069075405
5829-d	1619069090928	44	clickedObj		lighter_small_white	overinformativeness	color_sufficient	target	3	3	lighter_small_black	overinformativeness	color_sufficient	distractor	1	4	lighter_small_black	overinformativeness	color_sufficient	distractor	4	1	lighter_big_black	overinformativeness	color_sufficient	distractor	2	2	3	2	1	lighter___white	black or white?	1619069085432___1619069086092___1619069089772
5829-d	1619069100960	45	clickedObj		cow	filler	none	target	3	2	pitcher	filler	none	distractor	1	4	carrot	filler	none	distractor	4	1	door	filler	none	distractor	2	3	1	1	0	cow		1619069099751
5829-d	1619069113432	46	clickedObj		banana	filler	none	target	2	4	guitar	filler	none	distractor	3	2	bowl	filler	none	distractor	1	1	elephant	filler	none	distractor	4	3	1	1	0	banana		1619069111910
5829-d	1619069120885	47	clickedObj		bowl	filler	none	target	2	2	banana	filler	none	distractor	3	1	guitar	filler	none	distractor	1	3	elephant	filler	none	distractor	4	4	1	1	0	bowl		1619069119604
5829-d	1619069135505	48	clickedObj		pepper_big_green	overinformativeness	color_sufficient	distractor	4	3	pepper_small_green	overinformativeness	color_sufficient	distractor	2	4	pepper_small_red	overinformativeness	color_sufficient	target	1	2	pepper_small_green	overinformativeness	color_sufficient	distractor	3	1	3	2	1	bell pepper___green	red or green?	1619069130538___1619069131263___1619069134529
5829-d	1619069160072	49	clickedObj		man2_bearded_glassed	adjective_ordering	none	target	2	3	man2_bearded_hatted	adjective_ordering	none	distractor	1	1	man2_mustached_hatted	adjective_ordering	none	distractor	4	2	man2_mustached_glassed	adjective_ordering	none	distractor	3	4	3	2	1	beard___glass	glasses or hat?	1619069145862___1619069150934___1619069156095
5829-d	1619069173465	50	clickedObj		knife_big_blue	overinformativeness	size_sufficient	target	2	3	knife_small_blue	overinformativeness	size_sufficient	distractor	4	1	knife_small_red	overinformativeness	size_sufficient	distractor	3	2	knife_small_blue	overinformativeness	size_sufficient	distractor	1	4	3	2	1	knife___blue	blue or red?	1619069167044___1619069167920___1619069170302
5829-d	1619069188579	51	clickedObj		bag_big_blue	overinformativeness	size_sufficient	target	4	4	bag_small_red	overinformativeness	size_sufficient	distractor	1	3	bag_small_blue	overinformativeness	size_sufficient	distractor	3	2	bag_small_blue	overinformativeness	size_sufficient	distractor	2	1	3	2	1	bag___blue	red or blue?	1619069181338___1619069182874___1619069186054
5829-d	1619069256859	52	clickedObj		box_closed_wood	adjective_ordering	none	target	4	1	box_closed_cardboard	adjective_ordering	none	distractor	1	3	box_open_wood	adjective_ordering	none	distractor	2	2	box_open_cardboard	adjective_ordering	none	distractor	3	4	7	4	3	box___crate___closed___crate	box or crate?___closed or open?___crate or box?	1619069212232___1619069229530___1619069236129___1619069238645___1619069246464___1619069249216___1619069255226
5829-d	1619069283641	53	clickedObj		table_metal_high	adjective_ordering	none	target	4	3	table_wood_high	adjective_ordering	none	distractor	1	1	table_wood_low	adjective_ordering	none	distractor	3	2	table_metal_low	adjective_ordering	none	distractor	2	4	5	3	2	table___grey___tall	grey or tan?___short or tall?	1619069263561___1619069265144___1619069271655___1619069277344___1619069281832
5829-d	1619069309445	54	clickedObj		pants_small_green	overinformativeness	color_sufficient	target	3	3	pants_small_pink	overinformativeness	color_sufficient	distractor	1	4	pants_big_pink	overinformativeness	color_sufficient	distractor	4	2	pants_small_pink	overinformativeness	color_sufficient	distractor	2	1	3	2	1	pant___green	purple or green?	1619069301746___1619069302716___1619069307254
5829-d	1619069341365	55	clickedObj		shorts_dry_green	adjective_ordering	none	target	3	3	shorts_dry_red	adjective_ordering	none	distractor	1	4	shorts_wet_green	adjective_ordering	none	distractor	2	1	shorts_wet_red	adjective_ordering	none	distractor	4	2	5	3	2	shorts___green___smooth	red or green?___wrinkled or smooth?	1619069320035___1619069320712___1619069325019___1619069335898___1619069339999
5829-d	1619069358267	56	clickedObj		umbrella_small_blue	overinformativeness	color_sufficient	target	2	3	umbrella_big_green	overinformativeness	color_sufficient	distractor	4	1	umbrella_small_green	overinformativeness	color_sufficient	distractor	1	4	umbrella_small_green	overinformativeness	color_sufficient	distractor	3	2	3	2	1	umberlla___blue	green or blue?	1619069352147___1619069352811___1619069356731
5829-d	1619069374895	57	clickedObj		car_big_green	overinformativeness	size_sufficient	target	3	3	car_small_green	overinformativeness	size_sufficient	distractor	4	2	car_small_green	overinformativeness	size_sufficient	distractor	2	4	car_small_blue	overinformativeness	size_sufficient	distractor	1	1	3	2	1	car___green	blue or green?	1619069366768___1619069368105___1619069371705
5829-d	1619069388789	58	clickedObj		glasses_big_red	overinformativeness	size_sufficient	target	1	2	glasses_small_blue	overinformativeness	size_sufficient	distractor	3	3	glasses_small_red	overinformativeness	size_sufficient	distractor	2	4	glasses_small_red	overinformativeness	size_sufficient	distractor	4	1	3	2	1	specs___red	red or blue?	1619069381519___1619069382307___1619069386681
5829-d	1619069425605	59	clickedObj		hair_straight_brown	adjective_ordering	none	target	4	2	hair_straight_blond	adjective_ordering	none	distractor	1	1	hair_curly_blonde	adjective_ordering	none	distractor	3	4	hair_curly_brown	adjective_ordering	none	distractor	2	3	5	3	2	hair___brunette___straight	blonde or brunette?___straight or curly?	1619069397317___1619069399662___1619069408964___1619069413859___1619069424530
5829-d	1619069440791	60	clickedObj		ball_big_yellow	overinformativeness	size_sufficient	target	1	3	ball_small_yellow	overinformativeness	size_sufficient	distractor	3	2	ball_small_purple	overinformativeness	size_sufficient	distractor	4	1	ball_small_yellow	overinformativeness	size_sufficient	distractor	2	4	3	2	1	ball___yellow	yellow or purple?	1619069434519___1619069435300___1619069438678
4567-0	1619070704190	1	clickedObj		tomato	filler	none	target	4	1	horse	filler	none	distractor	2	2	pig	filler	none	distractor	3	4	fish	filler	none	distractor	1	3	1	1	0	it's a tomato		1619070701965
4567-0	1619070714088	2	clickedObj		elephant	filler	none	target	4	1	guitar	filler	none	distractor	3	4	banana	filler	none	distractor	2	2	bowl	filler	none	distractor	1	3	1	1	0	elephant		1619070712329
4567-0	1619070724080	3	clickedObj		butterfly	filler	none	target	4	3	dog	filler	none	distractor	1	4	strawberry	filler	none	distractor	2	2	chick	filler	none	distractor	3	1	1	1	0	butterfly		1619070721931
4567-0	1619070730951	4	clickedObj		horse	filler	none	target	3	1	fish	filler	none	distractor	4	2	pig	filler	none	distractor	2	4	tomato	filler	none	distractor	1	3	1	1	0	horse		1619070728748
4567-0	1619070739182	5	clickedObj		strawberry	filler	none	target	2	1	chick	filler	none	distractor	4	2	dog	filler	none	distractor	1	3	butterfly	filler	none	distractor	3	4	1	1	0	strawberry		1619070737612
4567-0	1619070747522	6	clickedObj		pig	filler	none	target	2	3	tomato	filler	none	distractor	1	4	fish	filler	none	distractor	4	2	horse	filler	none	distractor	3	1	1	1	0	pig		1619070742815
4567-0	1619070777411	7	clickedObj		man2_bearded_hatted	adjective_ordering	none	target	4	2	man2_mustached_glassed	adjective_ordering	none	distractor	1	1	man2_mustached_hatted	adjective_ordering	none	distractor	3	4	man2_bearded_glassed	adjective_ordering	none	distractor	2	3	1	1	0	a man with hat on and with beard		1619070768791
4567-0	1619070791989	8	clickedObj		pants_big_green	overinformativeness	color_sufficient	target	4	3	pants_big_pink	overinformativeness	color_sufficient	distractor	3	4	pants_small_pink	overinformativeness	color_sufficient	distractor	1	1	pants_big_pink	overinformativeness	color_sufficient	distractor	2	2	2	2	0	green___pant		1619070784927___1619070788343
4567-0	1619070815168	9	clickedObj		man_old_bearded	adjective_ordering	none	target	2	3	man_old_cleanshaven	adjective_ordering	none	distractor	1	1	man_young_cleanshaven	adjective_ordering	none	distractor	4	2	man_young_bearded	adjective_ordering	none	distractor	3	4	1	1	0	bald old man with beard		1619070806101
4567-0	1619070830832	10	clickedObj		clock_big_purple	overinformativeness	size_sufficient	target	2	2	clock_small_purple	overinformativeness	size_sufficient	distractor	1	1	clock_small_purple	overinformativeness	size_sufficient	distractor	4	4	clock_small_yellow	overinformativeness	size_sufficient	distractor	3	3	1	1	0	big purple clock		1619070827688
4567-0	1619070838012	11	clickedObj		lighter_small_white	overinformativeness	color_sufficient	target	4	2	lighter_small_black	overinformativeness	color_sufficient	distractor	2	3	lighter_small_black	overinformativeness	color_sufficient	distractor	3	4	lighter_big_black	overinformativeness	color_sufficient	distractor	1	1	1	1	0	white		1619070836391
4567-0	1619070876849	12	clickedObj		balloon_big_yellow	overinformativeness	size_sufficient	distractor	3	1	balloon_big_pink	overinformativeness	size_sufficient	distractor	1	4	balloon_big_pink	overinformativeness	size_sufficient	distractor	4	2	baloon_small_pink	overinformativeness	size_sufficient	target	2	3	5	3	2	lighter___no picture___i dont see any picture	BALLON___OHHH	1619070839074___1619070855974___1619070868661___1619070871414___1619070874251
4567-0	1619070917954	13	clickedObj		ball_big_purple	overinformativeness	size_sufficient	distractor	4	3	ball_big_yellow	overinformativeness	size_sufficient	distractor	2	1	ball_big_yellow	overinformativeness	size_sufficient	distractor	3	4	ball_small_yellow	overinformativeness	size_sufficient	target	1	2	2	2	0	i only can 3 images___no yellow balls		1619070900381___1619070908930
4567-0	1619070929470	14	clickedObj		skirt_big_blue	overinformativeness	color_sufficient	target	2	3	skirt_big_green	overinformativeness	color_sufficient	distractor	4	1	skirt_big_green	overinformativeness	color_sufficient	distractor	3	2	skirt_small_green	overinformativeness	color_sufficient	distractor	1	4	1	1	0	blue skirt		1619070926276
4567-0	1619070947500	15	clickedObj		earring_big_triangular	adjective_ordering	none	target	1	3	earring_small_triangular	adjective_ordering	none	distractor	2	2	earring_small_round	adjective_ordering	none	distractor	3	1	earring_big_round	adjective_ordering	none	distractor	4	4	1	1	0	big triangular earring		1619070943541
4567-0	1619070959288	16	clickedObj		fish	filler	none	target	4	3	pig	filler	none	distractor	3	4	tomato	filler	none	distractor	2	1	horse	filler	none	distractor	1	2	1	1	0	fish		1619070956189
4567-0	1619070970060	17	clickedObj		shoe_big_pink	overinformativeness	color_sufficient	target	1	2	show_small_yellow	overinformativeness	color_sufficient	distractor	3	3	shoe_big_yellow	overinformativeness	color_sufficient	distractor	4	1	shoe_big_yellow	overinformativeness	color_sufficient	distractor	2	4	1	1	0	pink one		1619070968236
4567-0	1619070991376	18	clickedObj		woman2_happy_skinny	adjective_ordering	none	target	3	2	woman2_sad_fat	adjective_ordering	none	distractor	2	4	woman2_happy_fat	adjective_ordering	none	distractor	1	1	woman2_sad_skinny	adjective_ordering	none	distractor	4	3	1	1	0	laughing woman not fat		1619070984928
4567-0	1619071002451	19	clickedObj		tshirt_big_orange	overinformativeness	color_sufficient	target	4	1	tshirt_small_yellow	overinformativeness	color_sufficient	distractor	1	2	tshirt_big_yellow	overinformativeness	color_sufficient	distractor	2	4	tshirt_big_yellow	overinformativeness	color_sufficient	distractor	3	3	1	1	0	orange shirt		1619071000036
4567-0	1619071013391	20	clickedObj		scissors_small_blue	overinformativeness	color_sufficient	target	3	1	scissors_big_green	overinformativeness	color_sufficient	distractor	4	2	scissors_small_green	overinformativeness	color_sufficient	distractor	2	4	scissors_small_green	overinformativeness	color_sufficient	distractor	1	3	1	1	0	blue one		1619071011284
4567-0	1619071024169	21	clickedObj		bowl	filler	none	target	1	3	banana	filler	none	distractor	4	4	elephant	filler	none	distractor	3	1	guitar	filler	none	distractor	2	2	1	1	0	bowl		1619071020725
4567-0	1619071033422	22	clickedObj		lock_big_silver	overinformativeness	color_sufficient	target	2	3	lock_big_gold	overinformativeness	color_sufficient	distractor	3	2	lock_small_gold	overinformativeness	color_sufficient	distractor	4	1	lock_big_gold	overinformativeness	color_sufficient	distractor	1	4	1	1	0	silver		1619071032010
4567-0	1619071042453	23	clickedObj		cow	filler	none	target	4	4	carrot	filler	none	distractor	2	2	pitcher	filler	none	distractor	3	3	door	filler	none	distractor	1	1	1	1	0	cow		1619071039284
4567-0	1619071055688	24	clickedObj		chair_big_blue	overinformativeness	size_sufficient	target	2	4	chair_small_blue	overinformativeness	size_sufficient	distractor	3	1	chair_small_yellow	overinformativeness	size_sufficient	distractor	4	3	chair_small_blue	overinformativeness	size_sufficient	distractor	1	2	1	1	0	big blue chair		1619071051796
4567-0	1619071063784	25	clickedObj		pepper_big_red	overinformativeness	color_sufficient	target	2	1	pepper_big_green	overinformativeness	color_sufficient	distractor	4	3	pepper_big_green	overinformativeness	color_sufficient	distractor	3	4	pepper_small_green	overinformativeness	color_sufficient	distractor	1	2	1	1	0	red		1619071060809
4567-0	1619071070082	26	clickedObj		umbrella_big_green	overinformativeness	color_sufficient	target	3	3	umbrella_small_blue	overinformativeness	color_sufficient	distractor	4	2	umbrella_big_blue	overinformativeness	color_sufficient	distractor	1	4	umbrella_big_blue	overinformativeness	color_sufficient	distractor	2	1	1	1	0	green		1619071068917
4567-0	1619071088042	27	clickedObj		spoon_wooden_dirty	adjective_ordering	none	target	4	3	spoon_metal_clean	adjective_ordering	none	distractor	3	1	spoon_wooden_clean	adjective_ordering	none	distractor	1	4	spoon_metal_dirty	adjective_ordering	none	distractor	2	2	1	1	0	dirtiest one		1619071085549
4567-0	1619071099645	28	clickedObj		toothbrush_big_purple	overinformativeness	color_sufficient	target	2	1	toothbrush_small_green	overinformativeness	color_sufficient	distractor	4	2	toothbrush_big_green	overinformativeness	color_sufficient	distractor	3	3	toothbrush_big_green	overinformativeness	color_sufficient	distractor	1	4	1	1	0	purple		1619071098284
4567-0	1619071115913	29	clickedObj		cat_big_white	overinformativeness	size_sufficient	target	2	3	cat_small_black	overinformativeness	size_sufficient	distractor	4	2	cat_small_white	overinformativeness	size_sufficient	distractor	1	1	cat_small_white	overinformativeness	size_sufficient	distractor	3	4	1	1	0	biggest white cat		1619071113780
4567-0	1619071134039	30	clickedObj		brush_big_blue	overinformativeness	size_sufficient	target	2	1	brush_small_red	overinformativeness	size_sufficient	distractor	4	2	brush_small_blue	overinformativeness	size_sufficient	distractor	1	4	brush_small_blue	overinformativeness	size_sufficient	distractor	3	3	1	1	0	biggest purple brush		1619071127933
4567-0	1619071141986	31	clickedObj		banana	filler	none	target	1	3	guitar	filler	none	distractor	4	1	elephant	filler	none	distractor	2	2	bowl	filler	none	distractor	3	4	1	1	0	banana		1619071139009
4567-0	1619071152526	32	clickedObj		button_big_blue	overinformativeness	size_sufficient	target	2	1	button_small_green	overinformativeness	size_sufficient	distractor	1	3	button_small_blue	overinformativeness	size_sufficient	distractor	3	2	button_small_blue	overinformativeness	size_sufficient	distractor	4	4	1	1	0	biggest blue		1619071150211
4567-0	1619071178602	33	clickedObj		picture_bw_rectangular	adjective_ordering	none	target	2	1	picture_colored_rectangular	adjective_ordering	none	distractor	1	4	picture_bw_square	adjective_ordering	none	distractor	3	2	picture_colored_square	adjective_ordering	none	distractor	4	3	1	1	0	black and white rectangular biggest one		1619071174042
4567-0	1619071194379	34	clickedObj		flower_small_yellow	overinformativeness	size_sufficient	target	4	2	flower_big_pink	overinformativeness	size_sufficient	distractor	2	1	flower_big_yellow	overinformativeness	size_sufficient	distractor	1	4	flower_big_yellow	overinformativeness	size_sufficient	distractor	3	3	1	1	0	smallest yellow flower		1619071192630
4567-0	1619071211623	35	clickedObj		knife_small_red	overinformativeness	size_sufficient	target	4	3	knife_big_red	overinformativeness	size_sufficient	distractor	2	2	knife_big_red	overinformativeness	size_sufficient	distractor	1	1	knife_big_blue	overinformativeness	size_sufficient	distractor	3	4	1	1	0	smaller red knife		1619071208228
4567-0	1619071218671	36	clickedObj		socks_small_green	overinformativeness	color_sufficient	target	3	2	socks_small_blue	overinformativeness	color_sufficient	distractor	2	1	socks_big_blue	overinformativeness	color_sufficient	distractor	4	3	socks_small_blue	overinformativeness	color_sufficient	distractor	1	4	1	1	0	green		1619071216578
4567-0	1619071239471	37	clickedObj		box_closed_wood	adjective_ordering	none	target	2	2	box_closed_cardboard	adjective_ordering	none	distractor	1	1	box_open_wood	adjective_ordering	none	distractor	4	4	box_open_cardboard	adjective_ordering	none	distractor	3	3	1	1	0	closed wooden box		1619071231384
4567-0	1619071260026	38	clickedObj		woman_young_happy	adjective_ordering	none	target	4	2	woman_old_sad	adjective_ordering	none	distractor	1	4	woman_old_happy	adjective_ordering	none	distractor	2	1	woman_young_sad	adjective_ordering	none	distractor	3	3	1	1	0	smiling young lady		1619071257471
4567-0	1619071270661	39	clickedObj		bag_big_blue	overinformativeness	size_sufficient	target	3	1	bag_small_red	overinformativeness	size_sufficient	distractor	4	3	bag_small_blue	overinformativeness	size_sufficient	distractor	2	2	bag_small_blue	overinformativeness	size_sufficient	distractor	1	4	1	1	0	biggest blue		1619071268714
4567-0	1619071281418	40	clickedObj		glove_small_green	overinformativeness	size_sufficient	target	4	1	glove_big_green	overinformativeness	size_sufficient	distractor	1	4	glove_big_green	overinformativeness	size_sufficient	distractor	2	2	glove_big_orange	overinformativeness	size_sufficient	distractor	3	3	1	1	0	smallest green		1619071278936
4567-0	1619071289727	41	clickedObj		dog	filler	none	target	2	1	chick	filler	none	distractor	4	2	strawberry	filler	none	distractor	3	4	butterfly	filler	none	distractor	1	3	1	1	0	dog		1619071287288
4567-0	1619071315572	42	clickedObj		nails_red_matte	adjective_ordering	none	target	4	3	nails_red_glossy	adjective_ordering	none	distractor	3	2	nails_black_glossy	adjective_ordering	none	distractor	1	1	nails_black_matte	adjective_ordering	none	distractor	2	4	1	1	0	tight gripped red nails		1619071306964
4567-0	1619071315944	42	clickedObj		nails_red_matte	adjective_ordering	none	target	4	3	nails_black_glossy	adjective_ordering	none	distractor	1	1	nails_red_glossy	adjective_ordering	none	distractor	3	2	nails_black_matte	adjective_ordering	none	distractor	2	4	0	0	0			
4567-0	1619071316167	42	clickedObj		nails_red_matte	adjective_ordering	none	target	4	3	nails_black_glossy	adjective_ordering	none	distractor	1	1	nails_black_matte	adjective_ordering	none	distractor	2	4	nails_red_glossy	adjective_ordering	none	distractor	3	2	0	0	0			
4567-0	1619071326229	45	clickedObj		dress_big_green	overinformativeness	size_sufficient	target	3	4	dress_small_green	overinformativeness	size_sufficient	distractor	4	2	dress_small_blue	overinformativeness	size_sufficient	distractor	1	3	dress_small_green	overinformativeness	size_sufficient	distractor	2	1	1	1	0	biggest green		1619071324051
4567-0	1619071336492	46	clickedObj		apple_small_green	overinformativeness	size_sufficient	target	2	3	apple_big_red	overinformativeness	size_sufficient	distractor	3	1	apple_big_green	overinformativeness	size_sufficient	distractor	1	4	apple_big_green	overinformativeness	size_sufficient	distractor	4	2	1	1	0	smallest green		1619071334410
4567-0	1619071343568	47	clickedObj		door	filler	none	target	3	4	carrot	filler	none	distractor	2	3	cow	filler	none	distractor	4	1	pitcher	filler	none	distractor	1	2	1	1	0	door		1619071341194
4567-0	1619071344199	47	clickedObj		door	filler	none	target	3	4	pitcher	filler	none	distractor	1	2	cow	filler	none	distractor	4	1	carrot	filler	none	distractor	2	3	0	0	0			
4567-0	1619071363683	49	clickedObj		pencil_short_blue	adjective_ordering	none	target	2	3	pencil_long_black	adjective_ordering	none	distractor	3	1	pencil_short_black	adjective_ordering	none	distractor	4	4	pencil_long_blue	adjective_ordering	none	distractor	1	2	1	1	0	smallest blue		1619071356229
4567-0	1619071378583	50	clickedObj		frog_striped_red	adjective_ordering	none	target	2	2	frog_striped_green	adjective_ordering	none	distractor	1	4	frog_spotted_green	adjective_ordering	none	distractor	3	1	frog_spotted_red	adjective_ordering	none	distractor	4	3	1	1	0	red striped frog		1619071373802
4567-0	1619071396476	51	clickedObj		hair_straight_blond	adjective_ordering	none	distractor	1	1	hair_straight_brown	adjective_ordering	none	target	3	3	hair_curly_brown	adjective_ordering	none	distractor	2	4	hair_curly_blonde	adjective_ordering	none	distractor	4	2	1	1	0	straight brown hair		1619071389714
4567-0	1619071412358	52	clickedObj		car_small_blue	overinformativeness	size_sufficient	target	4	2	car_big_blue	overinformativeness	size_sufficient	distractor	2	4	car_big_blue	overinformativeness	size_sufficient	distractor	1	1	car_big_green	overinformativeness	size_sufficient	distractor	3	3	1	1	0	small blue car		1619071409412
4567-0	1619071418252	53	clickedObj		tie_big_red	overinformativeness	color_sufficient	target	4	4	tie_big_blue	overinformativeness	color_sufficient	distractor	3	3	tie_small_blue	overinformativeness	color_sufficient	distractor	1	2	tie_big_blue	overinformativeness	color_sufficient	distractor	2	1	1	1	0	red		1619071416496
4567-0	1619071426465	54	clickedObj		pot_big_green	overinformativeness	color_sufficient	target	3	2	pot_big_blue	overinformativeness	color_sufficient	distractor	2	3	pot_small_blue	overinformativeness	color_sufficient	distractor	1	4	pot_big_blue	overinformativeness	color_sufficient	distractor	4	1	1	1	0	green		1619071423342
4567-0	1619071433150	55	clickedObj		carrot	filler	none	target	2	1	cow	filler	none	distractor	4	4	door	filler	none	distractor	1	3	pitcher	filler	none	distractor	3	2	1	1	0	carrot		1619071431471
4567-0	1619071455483	56	clickedObj		shorts_dry_green	adjective_ordering	none	target	4	2	shorts_wet_green	adjective_ordering	none	distractor	3	4	shorts_wet_red	adjective_ordering	none	distractor	1	1	shorts_dry_red	adjective_ordering	none	distractor	2	3	1	1	0	green which is NOT wrinkled		1619071451221
4567-0	1619071480184	57	clickedObj		bottle_plastic_big	adjective_ordering	none	target	1	4	bottle_glass_big	adjective_ordering	none	distractor	4	1	bottle_plastic_small	adjective_ordering	none	distractor	2	2	bottle_glass_small	adjective_ordering	none	distractor	3	3	1	1	0	bigger plastic bottle 		1619071471529
4567-0	1619071491022	58	clickedObj		lipstick_big_pink	overinformativeness	color_sufficient	target	4	4	lipstick_big_red	overinformativeness	color_sufficient	distractor	2	1	lipstick_small_red	overinformativeness	color_sufficient	distractor	3	2	lipstick_big_red	overinformativeness	color_sufficient	distractor	1	3	1	1	0	pink		1619071487045
4567-0	1619071502175	59	clickedObj		table_metal_high	adjective_ordering	none	target	3	2	table_wood_low	adjective_ordering	none	distractor	2	4	table_wood_high	adjective_ordering	none	distractor	1	1	table_metal_low	adjective_ordering	none	distractor	4	3	1	1	0	bigger silver		1619071499937
4567-0	1619071511041	60	clickedObj		chick	filler	none	target	3	1	strawberry	filler	none	distractor	1	4	butterfly	filler	none	distractor	2	2	dog	filler	none	distractor	4	3	1	1	0	chicken		1619071509028
